N,P,K,temperature,humidity,ph,rainfall,label
28.2,76.9,23.2,23.9,77.0,6.56,80.3,Soybean
80.4,50.7,24.3,18.2,64.5,6.63,96.1,Maize
49.6,33.0,23.8,23.5,47.1,6.3,65.6,Finger Millet
33.6,49.6,23.3,30.9,52.0,6.35,76.9,Groundnut
69.4,32.0,17.7,19.5,53.7,6.05,53.1,Mustard
115.8,65.0,64.7,19.9,68.0,6.2,69.2,Tomato
48.5,24.2,19.0,30.0,46.4,6.04,54.1,Finger Millet
52.1,43.4,23.7,21.5,60.3,7.12,76.1,Sunflower
122.3,56.4,66.2,29.9,56.4,5.56,57.5,Brinjal
85.1,48.1,50.4,24.2,82.5,5.59,157.8,Rice
66.1,52.2,15.9,25.3,55.8,7.29,43.9,Sunflower
105.6,61.7,21.8,18.7,59.8,7.0,57.0,Wheat
17.8,54.1,15.5,29.1,65.6,6.72,58.9,Black Gram
79.8,35.2,23.1,25.7,63.3,6.76,61.7,Sunflower
83.0,48.8,54.4,27.2,82.6,6.2,218.2,Rice
20.4,39.3,23.5,29.6,54.0,6.67,59.1,Groundnut
113.8,55.5,48.8,24.7,68.8,6.54,74.7,Brinjal
71.1,55.0,21.5,24.3,61.9,7.21,69.2,Sunflower
109.5,37.1,47.1,24.5,77.8,5.79,203.4,Rice
64.7,29.7,21.5,21.3,61.3,6.77,95.6,Finger Millet
70.1,51.6,23.6,24.7,57.7,6.45,47.3,Sunflower
66.1,38.2,15.1,24.2,47.7,6.24,43.1,Sunflower
54.3,25.8,23.9,28.9,53.4,6.11,96.3,Finger Millet
68.6,22.4,24.8,27.1,31.7,6.89,76.9,Sorghum
17.4,52.2,22.4,23.7,47.5,7.0,25.1,Chickpea
111.0,52.1,65.2,19.9,60.8,6.18,73.7,Tomato
110.1,44.0,28.2,23.3,50.6,7.24,56.4,Wheat
98.0,44.9,20.5,17.4,66.6,7.1,88.5,Wheat
20.5,51.2,22.3,22.1,62.7,6.42,81.4,Pigeon Pea
50.9,38.2,18.7,20.4,42.1,7.01,51.9,Mustard
62.5,46.5,22.3,23.5,68.5,5.9,107.6,Maize
90.7,55.4,42.2,25.3,64.3,6.48,96.1,Cotton
15.9,47.2,17.9,23.6,65.9,6.8,53.0,Black Gram
75.5,45.2,25.6,21.9,58.8,6.41,73.3,Sunflower
22.6,53.7,16.4,22.5,59.6,5.75,77.6,Pigeon Pea
106.1,46.2,101.5,17.1,56.0,5.37,66.0,Potato
76.1,50.5,16.3,28.9,54.4,7.12,45.6,Sunflower
62.7,48.0,16.8,26.7,57.3,6.28,96.9,Maize
64.0,52.2,22.6,26.8,56.8,7.26,51.4,Sunflower
73.1,37.3,17.9,29.7,45.5,6.62,61.4,Sorghum
191.3,46.4,46.8,30.7,81.8,6.52,211.8,Sugarcane
87.8,44.0,49.4,29.1,50.2,6.78,42.9,Chili
102.5,52.5,51.0,27.5,59.0,7.92,89.8,Cotton
31.2,36.4,17.5,26.3,55.7,6.67,50.9,Groundnut
69.0,34.2,18.3,25.7,67.7,5.01,90.5,Finger Millet
85.9,59.4,23.5,18.2,73.0,6.74,99.0,Maize
110.2,43.2,27.4,22.2,64.2,6.05,65.2,Wheat
92.9,65.3,59.5,22.4,72.9,5.56,60.1,Brinjal
56.1,38.7,22.6,22.9,40.8,7.4,46.6,Mustard
109.0,60.4,18.2,18.6,66.8,7.1,77.1,Wheat
44.2,28.5,23.7,25.8,63.0,5.67,54.6,Finger Millet
70.4,39.9,24.0,22.6,51.7,6.66,61.2,Sunflower
98.1,42.4,15.9,23.4,67.5,6.58,73.4,Maize
58.3,18.8,17.5,30.1,33.0,7.15,59.9,Pearl Millet
80.4,50.4,22.2,12.2,55.2,7.14,56.9,Wheat
58.5,41.4,19.7,27.5,56.1,7.32,52.3,Sunflower
19.0,54.1,22.0,22.4,68.1,6.73,63.4,Green Gram
72.7,48.0,17.7,20.5,58.7,6.38,60.0,Sunflower
76.7,40.4,19.1,14.4,53.8,6.8,55.6,Mustard
123.3,52.8,46.6,20.7,60.0,5.73,88.7,Brinjal
129.0,67.4,52.3,21.3,62.4,6.39,45.0,Tomato
106.2,41.2,48.7,29.1,65.8,6.31,86.2,Chili
89.7,53.4,20.2,18.6,62.4,6.9,89.2,Maize
23.3,37.2,16.1,26.3,57.0,6.93,55.7,Black Gram
61.4,24.5,12.0,27.1,26.0,6.72,46.8,Pearl Millet
196.5,46.6,75.5,23.0,69.5,6.99,196.9,Sugarcane
115.1,48.3,67.1,28.3,68.0,6.1,96.6,Brinjal
67.4,44.8,18.7,17.9,41.5,6.27,34.3,Mustard
38.5,58.3,22.7,26.4,59.2,6.19,81.8,Groundnut
120.1,69.0,52.4,19.6,65.1,6.49,48.7,Tomato
17.4,49.6,15.4,15.9,35.1,6.15,22.1,Lentil
114.5,58.7,37.9,31.3,79.8,5.76,218.9,Rice
159.9,62.3,56.8,23.9,84.1,7.17,228.7,Sugarcane
21.8,49.5,24.7,24.6,55.4,6.82,78.3,Black Gram
28.8,43.5,19.4,25.7,55.3,6.09,67.3,Groundnut
24.6,70.4,23.0,23.7,63.3,6.24,95.1,Soybean
52.2,26.8,21.5,18.3,50.8,7.37,41.7,Mustard
80.1,36.1,20.2,26.4,46.8,6.93,77.1,Sorghum
57.0,33.5,17.2,27.2,51.9,6.37,53.2,Sorghum
77.1,35.7,19.8,24.0,57.4,6.15,79.9,Maize
79.7,45.1,20.3,23.4,55.2,6.36,108.2,Maize
167.6,68.0,77.4,29.8,84.6,7.21,151.0,Sugarcane
53.0,48.8,15.4,26.2,47.8,7.42,77.3,Sunflower
21.3,54.6,19.6,30.2,60.2,6.74,82.2,Green Gram
95.7,48.7,54.0,26.6,57.6,6.41,57.4,Chili
76.4,27.3,18.9,27.0,32.1,6.66,41.3,Pearl Millet
15.1,55.2,16.8,26.1,51.7,6.38,75.8,Pigeon Pea
83.4,52.5,36.5,30.2,84.1,5.58,162.7,Rice
54.5,33.5,24.1,20.9,68.4,6.49,89.6,Finger Millet
83.1,54.9,42.7,26.2,56.5,6.46,50.8,Chili
123.7,67.5,56.2,18.5,58.8,6.07,49.4,Tomato
29.2,36.0,20.0,25.8,63.4,5.57,88.7,Pigeon Pea
89.5,59.5,19.1,22.7,58.5,7.0,54.8,Wheat
64.7,47.9,28.8,23.8,60.3,6.9,77.1,Sunflower
60.2,41.2,22.4,20.8,57.0,6.23,73.5,Maize
26.0,44.0,25.8,28.9,53.6,6.38,73.4,Groundnut
104.5,63.4,63.5,24.1,60.8,6.93,67.6,Tomato
136.2,65.5,109.0,20.5,61.6,6.5,51.1,Potato
113.9,52.3,99.0,16.9,55.7,5.09,52.2,Potato
94.8,49.8,65.9,20.6,61.0,5.51,84.8,Brinjal
94.3,42.0,45.9,23.4,86.0,5.57,298.0,Rice
85.8,49.8,52.8,27.3,48.0,7.74,75.1,Cotton
24.6,45.6,23.4,31.1,56.5,6.13,74.5,Groundnut
26.8,39.5,23.8,29.3,64.3,6.88,68.6,Groundnut
54.3,24.5,11.9,32.5,38.6,6.53,38.8,Pearl Millet
115.8,55.9,24.2,12.9,60.4,6.23,86.9,Wheat
24.5,47.1,20.8,24.3,50.9,7.42,57.5,Green Gram
78.3,45.0,18.0,18.6,59.6,6.1,84.2,Maize
18.3,45.2,20.3,24.7,68.2,6.55,46.8,Green Gram
29.0,59.2,21.6,23.2,48.0,7.45,48.6,Chickpea
94.2,38.8,48.8,29.6,57.8,7.23,87.7,Cotton
64.4,41.5,23.2,23.9,41.0,7.42,34.6,Mustard
171.4,64.3,60.9,30.7,68.0,6.76,214.7,Sugarcane
21.7,41.9,18.9,23.9,50.7,5.9,103.1,Pigeon Pea
93.7,59.8,40.1,25.2,52.1,6.71,102.1,Cotton
36.9,50.1,21.8,27.3,59.9,6.04,94.6,Groundnut
41.4,21.7,18.2,33.9,27.2,7.06,57.4,Pearl Millet
115.6,43.4,42.5,22.9,81.6,5.54,219.8,Rice
49.7,28.2,20.5,23.6,56.2,6.74,68.9,Finger Millet
79.3,33.2,24.3,33.2,44.2,6.99,84.9,Sorghum
109.1,69.1,54.9,18.3,59.5,6.95,40.7,Tomato
18.4,39.8,19.0,22.2,70.4,6.26,51.8,Black Gram
22.7,44.5,21.2,19.6,52.9,6.5,45.3,Lentil
25.7,63.4,24.1,24.5,39.9,6.2,32.1,Chickpea
60.0,47.8,15.5,20.5,69.1,5.88,102.0,Maize
67.9,20.4,18.8,32.3,27.8,6.85,56.6,Pearl Millet
76.3,55.7,22.6,23.2,74.1,6.04,65.5,Maize
19.9,42.8,23.7,21.4,38.3,6.64,31.5,Chickpea
21.9,52.7,17.1,31.2,71.3,7.47,85.2,Black Gram
15.7,56.7,23.6,16.6,51.2,7.28,56.6,Chickpea
52.7,37.5,18.9,30.4,54.2,6.1,72.4,Sorghum
16.8,43.4,22.9,26.6,65.8,7.49,66.0,Black Gram
130.4,62.7,93.1,15.9,55.3,5.2,51.8,Potato
17.9,37.6,23.6,27.9,67.8,7.41,47.1,Green Gram
17.1,52.9,19.4,24.0,47.7,6.26,66.3,Pigeon Pea
56.5,44.7,23.4,22.3,41.6,6.8,34.1,Mustard
21.9,36.1,17.8,30.2,51.6,7.28,48.7,Green Gram
124.8,64.6,58.3,19.0,69.2,6.36,44.3,Tomato
24.1,39.9,17.5,21.7,64.2,6.78,71.5,Pigeon Pea
27.5,63.4,19.4,22.5,77.9,6.69,76.1,Soybean
17.5,55.1,22.9,21.3,53.0,5.76,72.7,Pigeon Pea
119.6,58.0,88.1,23.4,54.5,5.61,46.2,Potato
102.4,56.9,43.1,23.3,70.6,6.26,243.0,Rice
21.6,40.1,16.3,15.6,41.1,6.16,25.2,Lentil
69.5,24.4,17.9,23.5,59.1,5.45,95.8,Finger Millet
21.2,40.9,21.4,29.8,62.5,6.24,75.2,Groundnut
62.5,41.0,15.7,27.4,59.9,7.01,65.7,Sunflower
124.5,56.8,96.8,23.0,54.9,5.6,53.2,Potato
50.6,36.2,28.3,28.7,52.1,7.34,63.7,Sunflower
113.4,59.6,45.5,23.7,75.4,5.52,287.1,Rice
17.0,39.2,21.9,17.2,43.8,6.78,43.5,Lentil
28.5,63.2,15.1,15.8,40.0,7.0,55.5,Chickpea
20.6,40.6,17.2,22.8,39.0,6.12,39.0,Chickpea
68.1,34.1,16.7,28.7,63.4,5.46,53.4,Finger Millet
17.0,35.2,17.4,28.8,54.6,6.76,80.5,Green Gram
17.6,42.9,19.2,23.1,50.6,6.96,67.7,Pigeon Pea
88.7,28.8,17.8,33.0,38.2,6.45,51.6,Sorghum
133.9,51.2,109.6,22.0,57.9,5.58,66.3,Potato
24.3,22.9,12.4,32.6,46.3,6.78,66.3,Sesame
73.0,42.9,22.9,14.5,47.0,6.5,30.3,Mustard
119.1,49.7,45.2,25.7,49.3,7.44,64.2,Cotton
66.8,29.9,24.8,22.4,43.3,6.23,53.6,Mustard
18.8,51.7,24.7,26.4,62.9,7.27,67.1,Black Gram
65.1,23.2,16.2,28.5,48.9,6.75,92.1,Finger Millet
44.1,34.7,24.6,21.6,52.5,5.18,63.6,Finger Millet
122.5,64.0,114.6,20.4,66.3,5.47,49.1,Potato
97.9,59.3,54.8,26.9,47.5,7.01,86.5,Cotton
28.4,72.9,25.9,27.3,77.4,6.87,98.9,Soybean
113.9,51.2,64.3,24.3,55.4,6.61,64.6,Tomato
93.8,57.6,56.4,22.1,71.7,6.38,43.2,Tomato
117.5,69.3,57.7,24.4,66.5,6.48,82.3,Tomato
49.2,28.5,12.6,27.2,28.5,7.57,45.0,Pearl Millet
99.5,59.3,25.2,17.8,55.5,7.5,71.3,Wheat
107.9,52.6,42.2,24.9,86.2,6.31,280.1,Rice
80.3,49.5,55.9,26.3,59.5,6.64,85.3,Chili
62.9,20.1,16.5,25.7,47.4,6.39,39.8,Pearl Millet
108.5,57.4,45.2,27.3,72.1,5.95,229.9,Rice
122.2,49.2,80.0,22.8,63.4,5.15,66.6,Potato
18.7,46.3,15.2,26.4,53.3,5.91,70.3,Pigeon Pea
118.3,53.3,49.5,23.1,65.1,6.14,50.1,Tomato
127.9,64.1,63.3,19.7,67.1,6.53,89.1,Tomato
27.2,42.3,17.6,30.3,69.1,6.41,97.6,Groundnut
21.6,54.0,22.3,15.5,52.7,6.86,33.3,Lentil
17.2,42.2,18.1,25.2,58.3,6.07,96.0,Pigeon Pea
118.2,40.5,17.9,12.1,62.9,7.35,62.2,Wheat
62.6,30.8,23.4,34.9,52.2,6.56,49.8,Sorghum
30.4,57.8,23.5,24.0,68.6,6.63,82.8,Soybean
85.3,33.2,17.1,33.6,52.2,6.29,76.9,Sorghum
98.6,65.7,68.1,24.4,57.1,6.9,79.6,Tomato
21.5,37.8,20.8,31.5,63.9,6.87,68.3,Groundnut
17.2,40.4,16.7,29.2,70.4,6.69,78.6,Black Gram
18.7,42.3,24.6,26.4,65.1,7.13,55.6,Green Gram
23.0,23.7,17.4,25.8,53.4,6.96,56.2,Sesame
96.2,46.9,61.0,28.2,70.1,6.56,83.3,Brinjal
51.8,34.8,22.7,14.0,47.2,6.36,56.0,Mustard
24.6,45.0,24.2,29.1,64.4,6.13,53.8,Green Gram
27.7,46.3,19.2,21.6,53.5,6.31,61.1,Pigeon Pea
173.7,62.5,74.5,27.5,80.7,7.12,207.2,Sugarcane
16.0,47.1,19.5,31.4,57.5,6.32,51.2,Black Gram
68.3,35.1,29.8,23.6,62.0,6.8,45.2,Sunflower
111.8,66.7,67.1,22.4,65.2,6.42,62.5,Tomato
24.6,66.9,21.7,27.7,72.5,6.64,105.7,Soybean
19.2,45.3,16.7,21.6,52.1,6.26,34.7,Lentil
16.7,41.8,19.1,25.5,65.3,6.15,59.0,Green Gram
87.4,59.3,49.3,28.5,45.3,6.71,97.1,Cotton
27.1,46.2,15.6,16.3,52.2,6.95,30.1,Chickpea
160.0,53.2,60.5,23.1,74.0,6.24,205.9,Sugarcane
51.6,34.5,22.0,20.8,66.6,5.87,53.4,Finger Millet
119.7,63.2,23.1,22.9,60.4,6.94,54.5,Wheat
76.5,24.2,15.5,27.5,33.6,7.56,46.8,Pearl Millet
108.9,51.8,85.9,18.7,51.5,6.13,71.5,Potato
20.9,54.5,20.3,24.1,36.7,6.19,33.2,Lentil
120.0,50.1,66.6,21.4,73.9,6.07,64.3,Tomato
95.9,37.1,40.8,25.9,50.5,6.44,86.4,Cotton
27.1,59.9,17.5,24.4,55.4,5.94,60.8,Pigeon Pea
25.0,47.2,19.0,17.3,40.1,6.48,31.0,Lentil
63.7,43.0,23.9,24.9,51.1,6.84,66.8,Sunflower
15.2,52.9,17.1,17.3,40.6,6.13,39.2,Lentil
182.8,50.3,77.7,29.8,66.1,7.5,219.5,Sugarcane
16.9,51.3,23.0,19.9,41.0,6.64,28.6,Lentil
17.7,49.3,18.9,28.8,64.5,7.49,79.2,Black Gram
106.3,55.2,52.9,19.5,55.1,6.97,87.2,Tomato
44.1,22.2,22.0,26.4,64.6,6.69,84.6,Finger Millet
101.7,56.8,49.6,30.1,83.2,6.19,277.4,Rice
100.8,69.3,88.9,21.0,58.7,5.09,58.9,Potato
44.4,22.4,22.9,26.2,46.1,6.12,65.4,Finger Millet
74.3,25.0,14.4,34.5,43.0,7.69,45.8,Pearl Millet
98.8,43.6,51.9,26.9,59.4,6.1,63.4,Chili
106.8,58.5,49.8,25.9,63.7,6.96,88.1,Cotton
115.5,56.1,19.3,22.6,67.2,7.27,95.9,Wheat
98.7,45.4,40.5,22.6,87.3,6.31,300.0,Rice
89.2,37.7,37.8,25.6,51.4,6.85,109.1,Cotton
98.3,48.2,17.4,22.5,68.6,5.89,73.7,Maize
87.7,53.6,58.8,22.1,55.1,6.15,76.8,Chili
54.6,44.1,28.1,25.7,62.6,6.29,46.7,Sunflower
90.3,48.8,45.6,21.2,56.4,6.85,59.1,Chili
92.3,46.5,20.5,21.9,55.9,6.0,82.3,Maize
23.3,37.1,20.0,29.0,66.7,7.25,52.9,Black Gram
115.2,69.9,69.9,26.6,56.3,6.95,70.6,Tomato
26.8,49.3,21.7,29.3,51.0,6.49,64.8,Groundnut
65.5,24.8,15.9,28.1,32.4,6.27,89.4,Sorghum
62.2,53.5,20.3,24.6,64.6,6.3,42.6,Sunflower
21.3,47.9,18.7,27.4,60.7,6.64,96.1,Pigeon Pea
35.0,39.4,20.6,24.2,52.7,6.17,52.7,Groundnut
43.8,22.7,19.9,20.8,49.9,6.7,98.8,Finger Millet
122.1,46.9,101.1,22.1,51.6,6.33,63.1,Potato
36.2,22.0,11.8,31.5,54.9,6.43,36.3,Sesame
20.7,52.8,21.5,26.8,67.1,6.71,79.7,Green Gram
114.0,42.9,38.4,27.6,88.7,6.2,235.5,Rice
110.1,51.2,62.1,25.0,62.2,6.88,72.2,Tomato
105.7,59.1,51.0,18.8,55.5,6.25,44.6,Tomato
72.4,46.3,16.2,21.9,49.4,6.39,62.6,Sunflower
124.7,61.8,61.6,24.0,59.1,6.43,74.8,Tomato
29.5,62.9,16.7,16.2,36.7,7.36,27.7,Chickpea
22.0,40.1,20.6,27.3,52.8,6.89,57.6,Green Gram
20.0,43.4,19.1,17.3,37.7,6.2,21.7,Lentil
74.6,53.2,27.2,23.1,56.7,7.37,52.8,Sunflower
115.4,47.7,47.9,24.5,54.4,7.81,106.5,Cotton
34.5,51.9,20.0,25.4,61.6,6.48,86.4,Groundnut
40.0,28.7,18.4,32.4,29.2,6.39,32.0,Pearl Millet
73.8,18.9,14.2,25.4,36.2,7.12,47.1,Pearl Millet
62.8,58.5,20.1,21.7,71.2,6.8,76.6,Maize
16.4,42.0,18.9,27.1,68.6,7.31,50.4,Green Gram
19.8,44.0,19.2,27.1,68.9,6.82,83.1,Green Gram
51.3,29.4,16.5,28.2,50.9,6.17,70.3,Finger Millet
45.0,28.1,19.7,26.8,43.1,6.26,42.2,Pearl Millet
107.9,58.1,49.1,23.5,81.5,6.11,213.6,Rice
72.1,43.1,22.1,25.4,58.6,6.25,105.1,Maize
19.5,49.9,19.7,24.3,54.0,6.64,75.2,Green Gram
159.7,67.0,71.2,29.3,78.0,6.76,165.0,Sugarcane
106.1,61.7,90.6,18.2,68.8,5.36,43.8,Potato
99.4,50.5,42.4,26.6,84.9,5.54,187.9,Rice
60.3,31.7,24.9,18.8,37.8,6.33,44.5,Mustard
43.9,24.5,22.8,24.7,50.7,5.3,66.6,Finger Millet
107.1,45.8,37.3,27.4,49.4,6.35,77.9,Cotton
16.2,43.3,15.7,23.0,58.3,6.46,82.0,Green Gram
83.0,44.0,37.3,30.6,82.5,5.83,159.5,Rice
109.2,55.7,49.9,26.7,53.5,7.8,92.5,Cotton
97.5,58.2,26.5,14.1,62.2,6.2,87.6,Wheat
24.1,42.4,18.7,18.8,51.7,6.65,38.4,Lentil
19.9,44.3,22.9,23.2,46.1,6.18,34.0,Lentil
20.9,46.1,21.6,27.0,55.6,6.92,78.6,Black Gram
119.2,52.2,49.4,24.3,61.5,6.09,86.5,Chili
88.5,49.5,57.3,21.7,50.4,6.65,42.7,Chili
90.9,54.6,46.7,25.9,69.7,6.9,51.8,Tomato
122.4,50.5,58.3,22.2,60.2,6.29,52.0,Brinjal
24.4,49.7,19.6,27.7,63.9,6.89,80.1,Green Gram
118.7,36.8,44.4,25.9,46.9,6.75,75.9,Cotton
99.3,61.1,56.4,23.5,57.4,6.8,79.2,Tomato
108.7,61.8,51.5,21.2,73.6,6.68,81.3,Tomato
21.6,79.1,29.1,23.6,63.2,6.24,95.8,Soybean
51.1,31.5,23.1,24.0,68.7,5.73,88.6,Finger Millet
60.8,46.3,18.6,29.9,55.0,6.29,59.1,Sunflower
55.0,34.7,16.0,23.0,61.0,5.63,96.4,Finger Millet
74.4,34.0,23.4,33.0,54.0,6.8,64.4,Sorghum
29.5,21.5,16.4,34.4,37.2,6.18,41.7,Sesame
30.2,63.7,18.2,25.0,65.4,6.09,111.5,Soybean
86.7,52.0,18.6,23.3,55.2,6.56,105.7,Maize
57.3,36.5,17.9,34.3,54.2,6.86,47.2,Sorghum
25.9,40.7,15.0,27.2,48.4,5.66,71.9,Pigeon Pea
16.0,40.7,17.4,23.8,43.3,7.08,56.7,Chickpea
102.8,52.7,43.7,28.3,67.4,6.52,85.6,Chili
103.3,43.7,52.1,20.6,62.2,6.55,72.8,Chili
22.1,68.8,24.1,27.6,73.6,6.29,86.5,Soybean
163.1,63.5,61.8,26.0,82.0,7.06,153.3,Sugarcane
34.9,71.4,23.1,28.1,76.8,6.81,70.8,Soybean
76.1,39.9,17.2,12.9,49.3,6.59,53.0,Mustard
90.5,44.7,20.1,22.4,66.5,6.84,109.0,Maize
119.6,63.3,95.3,18.1,66.8,5.05,79.0,Potato
25.5,53.0,22.3,20.0,64.1,6.72,105.2,Pigeon Pea
23.3,52.9,19.1,22.2,67.2,6.26,69.9,Green Gram
66.7,22.3,21.1,34.4,46.5,6.12,57.7,Sorghum
25.2,18.5,13.0,29.4,41.3,6.06,56.7,Sesame
86.2,41.7,42.9,23.5,49.6,7.61,91.9,Cotton
108.8,43.7,54.9,23.7,49.8,7.14,101.8,Cotton
25.8,27.8,14.6,25.2,44.9,5.63,69.5,Sesame
25.1,56.2,15.1,24.0,63.1,6.61,87.1,Pigeon Pea
95.2,52.0,51.6,26.4,57.0,6.32,70.6,Chili
19.4,54.3,22.5,18.8,41.1,6.69,52.7,Chickpea
33.2,60.3,29.6,23.1,62.0,6.11,98.7,Soybean
73.1,48.4,27.8,29.4,56.6,6.36,55.9,Sunflower
27.0,46.2,24.0,24.1,53.9,6.78,47.1,Chickpea
16.6,48.8,20.1,17.0,41.4,6.59,22.2,Lentil
117.2,53.5,54.0,23.1,69.2,5.71,50.7,Brinjal
106.9,68.8,45.9,25.5,67.9,6.25,65.4,Tomato
15.9,50.3,20.5,19.4,50.0,7.24,50.8,Chickpea
23.2,65.0,22.6,28.5,76.8,6.91,95.5,Soybean
89.3,41.1,15.3,24.8,58.6,6.58,84.0,Wheat
93.0,45.4,50.9,28.0,56.2,6.19,63.8,Chili
61.8,24.2,22.7,27.5,51.6,6.15,46.3,Sorghum
20.2,35.1,18.2,28.8,64.7,7.47,85.0,Black Gram
69.5,24.0,18.8,25.5,31.4,6.94,36.8,Pearl Millet
25.8,54.1,15.9,25.1,49.6,5.77,100.5,Pigeon Pea
42.0,28.2,20.9,26.5,51.4,5.66,92.2,Finger Millet
51.6,28.2,16.3,25.2,39.0,7.18,68.3,Sorghum
89.1,39.3,19.0,32.3,38.6,7.01,80.3,Sorghum
19.5,50.8,23.4,21.5,39.6,6.27,29.4,Lentil
23.8,38.2,19.6,21.1,48.8,6.38,46.1,Lentil
66.3,26.6,19.5,32.6,33.2,6.29,87.6,Sorghum
61.9,22.1,19.2,25.7,32.0,6.76,53.5,Pearl Millet
107.4,51.5,49.3,19.4,62.3,6.49,43.1,Tomato
20.2,75.4,20.4,26.6,61.5,6.17,114.5,Soybean
24.7,40.5,21.5,21.2,41.2,6.13,23.6,Chickpea
38.6,41.4,19.0,27.3,54.9,6.13,92.9,Groundnut
16.3,38.5,24.6,21.9,51.0,6.4,30.1,Lentil
109.1,41.5,41.0,28.4,59.8,6.81,55.6,Chili
85.0,58.0,52.4,27.2,81.8,5.9,158.2,Rice
55.5,27.4,11.3,34.4,43.8,7.71,50.3,Pearl Millet
83.5,54.3,59.5,25.4,60.0,6.19,71.7,Chili
69.6,27.4,16.8,15.2,54.5,6.6,48.0,Mustard
15.6,51.4,15.4,18.7,45.8,6.15,42.4,Lentil
21.4,37.4,23.7,24.4,56.7,6.75,64.7,Groundnut
45.0,34.8,23.2,22.8,46.8,5.1,56.0,Finger Millet
87.1,47.5,43.4,31.1,77.2,6.08,244.8,Rice
60.2,19.7,14.3,31.5,43.6,6.57,42.2,Pearl Millet
112.6,48.0,98.2,20.0,54.2,5.04,68.8,Potato
115.1,67.0,53.2,24.1,73.1,6.48,99.1,Brinjal
132.6,63.6,80.8,20.7,58.7,5.68,72.7,Potato
79.1,17.7,18.0,28.3,43.3,6.87,47.4,Pearl Millet
78.0,49.6,21.2,18.6,68.7,6.09,95.7,Maize
103.6,52.7,19.5,19.3,63.8,7.31,81.8,Wheat
92.7,62.1,46.2,20.5,62.1,6.74,64.7,Tomato
106.4,42.0,54.1,29.4,81.1,6.11,212.9,Rice
26.5,52.4,18.1,23.1,52.3,7.01,21.9,Chickpea
56.2,21.2,15.2,21.0,55.3,6.68,81.9,Finger Millet
48.2,31.0,15.5,20.5,54.7,5.64,65.8,Finger Millet
26.8,48.5,18.2,21.4,62.8,6.21,103.9,Pigeon Pea
20.5,52.8,16.0,23.2,39.2,6.39,29.5,Lentil
103.7,36.2,47.2,23.7,71.3,6.45,294.8,Rice
20.3,36.2,17.1,26.9,51.7,7.26,73.7,Green Gram
29.0,23.5,11.6,33.6,53.2,6.17,44.8,Sesame
125.0,56.2,116.4,19.4,60.2,5.63,71.6,Potato
104.2,46.0,53.7,25.8,58.9,7.79,67.3,Cotton
18.9,38.8,15.6,20.9,54.8,6.17,21.4,Lentil
57.6,26.8,20.2,20.1,55.6,6.29,72.1,Finger Millet
43.9,25.6,13.5,25.1,35.1,6.58,54.6,Pearl Millet
33.9,65.7,28.0,25.6,79.6,6.96,86.5,Soybean
24.5,16.0,14.8,26.7,49.6,5.86,47.0,Sesame
161.2,50.9,69.2,29.6,69.8,6.39,180.7,Sugarcane
33.6,16.6,19.6,32.5,47.6,5.97,40.6,Sesame
56.0,52.8,19.8,20.1,61.9,7.41,66.2,Sunflower
17.7,52.1,18.5,24.7,54.6,6.27,21.2,Lentil
61.9,24.6,19.1,27.4,46.8,7.24,73.7,Sorghum
100.1,56.4,48.2,23.6,71.4,6.14,154.0,Rice
46.0,32.1,23.5,22.9,68.8,5.09,57.5,Finger Millet
62.1,26.3,20.2,16.5,48.4,7.43,44.6,Mustard
97.4,62.0,68.1,23.4,72.5,6.12,64.7,Tomato
32.4,45.5,24.2,30.1,60.9,6.63,96.8,Groundnut
54.2,32.2,19.3,28.0,59.9,6.6,70.5,Finger Millet
16.1,49.4,23.5,17.6,35.4,6.22,21.7,Lentil
19.2,44.6,18.8,18.6,36.0,6.69,33.1,Lentil
105.8,48.9,47.7,28.9,59.9,6.99,83.1,Cotton
26.2,52.0,23.5,27.5,60.8,6.2,71.5,Groundnut
19.7,42.5,20.3,15.6,37.2,6.33,38.6,Chickpea
121.2,57.8,51.2,22.7,66.3,7.0,72.2,Tomato
70.4,45.9,20.9,18.7,67.4,6.98,69.5,Maize
214.5,47.7,52.4,25.1,81.2,6.4,238.2,Sugarcane
34.6,27.8,10.5,30.0,49.0,6.31,58.3,Sesame
93.5,58.6,41.5,27.2,84.1,5.86,295.8,Rice
59.7,20.0,11.1,34.5,26.5,6.68,38.9,Pearl Millet
117.1,45.7,54.3,31.6,87.1,5.79,207.8,Rice
94.3,59.7,54.2,24.5,50.2,6.52,89.2,Chili
97.4,62.4,46.8,22.8,68.4,5.9,52.5,Brinjal
51.0,29.0,17.4,25.5,48.1,6.17,70.4,Sorghum
88.5,45.2,54.8,21.0,48.9,6.38,95.9,Cotton
19.0,40.5,22.2,15.3,46.9,6.81,58.8,Chickpea
26.2,58.8,26.8,29.3,60.4,6.17,98.9,Groundnut
20.9,45.8,27.4,24.2,63.5,6.93,61.8,Groundnut
83.2,22.4,22.3,30.3,37.2,6.74,55.0,Sorghum
111.2,57.1,62.2,27.5,57.2,6.83,69.2,Tomato
22.8,74.8,21.2,22.7,69.7,6.09,76.4,Soybean
117.9,61.4,95.6,18.2,58.6,6.11,60.1,Potato
119.8,41.4,25.4,24.8,54.8,6.21,56.1,Wheat
58.3,33.7,16.6,27.5,59.2,5.49,73.7,Finger Millet
23.1,48.9,15.1,26.3,58.9,7.37,57.0,Black Gram
